kikuyu	english
Nĩgũkorwo Jesũ nĩathĩte ngoma ĩyo thũku yume thĩinĩ wa mũndũ ũcio. Nĩyamũnyiitaga kaingĩ, na o na gũtuĩka nĩoohagwo moko na magũrũ na mĩnyororo, na akarangĩrwo-rĩ, nĩatuangaga mĩnyororo ĩyo yamuohaga, na ndaimono ĩyo ĩgatũma athiĩ kũndũ gũtarĩ andũ.	When all the people and the tax collectors heard this, they declared God to be just, having been baptized with John’s baptism.
“ ‘Mũndũ mũrũme angĩkoma na nyamũ-rĩ, no nginya mũndũ ũcio ooragwo, na no nginya mũũrage nyamũ ĩyo.	Give diligence to present yourself approved by God, a workman who doesn’t need to be ashamed, properly handling the Word of Truth.
Tiga gwĩtigĩra, wee Jakubu kagunyũ gaka, o wee Isiraeli gakundi kanini, niĩ mwene nĩ niĩ ngũgũteithia,” ũguo nĩguo Jehova ekuuga, ũcio Mũkũũri waku, Ũrĩa Mũtheru wa Isiraeli.	Don’t be afraid, you worm Jacob, and you men of Israel. I will help you,” says Yahweh. “Your Redeemer is the Holy One of Israel.
Andũ a Zebuluni nĩmetwarĩrĩire ũgwati-inĩ wa gĩkuũ; o nake Nafitali agĩĩka o ũguo kũu gũtũũgĩru werũ-inĩ.	Please don’t go away until I come to you, and bring out my present, and lay it before you.”  The word translated “Lord” is “Adonai.”
Matukũ-inĩ ma Joiakimu, aya nĩo maarĩ atongoria a nyũmba cia athĩnjĩri-Ngai: ya Seraia, aarĩ Meraia; ya Jeremia, aarĩ Hanania;	and their brothers who did the work of the house, eight hundred twenty-two; and Adaiah the son of Jeroham, the son of Pelaliah, the son of Amzi, the son of Zechariah, the son of Pashhur, the son of Malchijah,
Agĩcooka agĩtũma ndungata ciake kũrĩ andũ arĩa meetĩtwo iruga-inĩ, ikameere moke, nao makĩrega gũũka.	and sent out his servants to call those who were invited to the wedding feast, but they would not come.
Ndĩ na kĩeha mũno tondũ gũkuoneka atĩ wĩra ũrĩa wothe ndanenogia naguo nĩ ũndũ wanyu nĩ wa tũhũ!	I am afraid for you, that I might have wasted my labor for you.
Mwĩhumbei nguo cia makũnia, inyuĩ athĩnjĩri-Ngai, na mũcakae; girĩkai, inyuĩ mũtungataga kĩgongona-inĩ. Ũkai, mũraare mwĩhumbĩte nguo cia makũnia, inyuĩ mũtungatagĩra Ngai wakwa; nĩgũkorwo maruta ma ngano, na maruta ma kũnyuuo-rĩ, nĩmagĩte gũtwarwo nyũmba-inĩ ya Ngai wanyu.	Put on sackcloth and mourn, you priests! Wail, you ministers of the altar. Come, lie all night in sackcloth, you ministers of my God,‡ for the meal offering and the drink offering are withheld from your God’s house.
Ndũgathikagĩrĩrie ũrĩa wothe andũ maraaria, tondũ wahota kũigua ndungata yaku ĩgĩkũruma:	She is not afraid of the snow for her household, for all her household are clothed with scarlet.
Niĩ njũkĩte gũkũ thĩ ndĩ ũtheri, nĩgeetha gũtikagĩe o na ũmwe ũnjĩtĩkĩtie ũngĩikara nduma-inĩ.	I have come as a light into the world, that whoever believes in me may not remain in the darkness.
“Kuuma rũciaro-inĩ rwa mũndũ ũyũ, Ngai nĩareheire andũ a Isiraeli Mũhonokia, na nĩwe Jesũ, o ta ũrĩa eeranĩire.	From this man’s offspring, God has brought salvation‡ to Israel according to his promise,
Nĩngamũherithia kũringana na ciĩko cianyu, ũguo nĩguo Jehova ekuuga. Nĩngaakia mwaki mĩtitũ-inĩ yanyu, ũrĩa ũkaaniina kĩrĩa gĩothe kĩmũrigiicĩirie.’ ”	who says, ‘I will build myself a wide house and spacious rooms,’ and cuts out windows for himself, with a cedar ceiling, and painted with red.
o ĩmwe ĩnyiitanĩte na ĩrĩa ĩngĩ, ũũ atĩ gũtirĩ rĩera rĩngĩtoonyera gatagatĩ ga cio.	One is so near to another, that no air can come between them.
Hwaĩ-inĩ wa mũthenya wa ikũmi na ĩna wa mweri ũcio, o maambĩte hema kũu Giligali werũ-inĩ wa Jeriko, andũ a Isiraeli magĩkũngũĩra Gĩathĩ kĩa Bathaka.	Joshua commanded the people, saying, “You shall not shout nor let your  “Gilgal” sounds like the Hebrew for “roll.”
Mũrata wake akĩmũcookeria atĩrĩ, “Ũyũ ti ũndũ ũngĩ tiga rũhiũ rwa Gideoni mũrũ wa Joashu, ũrĩa Mũisiraeli. Ngai nĩaneanĩte Amidiani na kambĩ yao yothe moko-inĩ make.” Rĩrĩa Gideoni aiguire ũhoro wa kĩroto kĩu na ũtaũri wakĩo, akĩhooya Ngai. Agĩcooka nginya kambĩ-inĩ ya Isiraeli akĩmeeta akĩmeera atĩrĩ, “Ũkĩrai! Jehova nĩaneanĩte kambĩ ya Amidiani moko- inĩ manyu.”	He caught a young man of the men of Succoth, and inquired of him; and he described for him the princes of Succoth, and its elders, seventy-seven men.
Mũthenya ũmwe Jakubu nĩarugaga gĩtoero kĩa ndengũ ndune, nake Esaũ agĩũka kuuma werũ-inĩ ahũtiĩ mũno.	Jacob boiled stew. Esau came in from the field, and he was famished.
Angĩkorwo nĩ gũtungata, nĩatungatage; na angĩkorwo nĩ kũrutana, nĩarutanage;	or service, let’s give ourselves to service; or he who teaches, to his teaching;
Anjikĩtie ndoro-inĩ, ngatuĩka ta rũkũngũ na ta mũhu.	He has cast me into the mire. I have become like dust and ashes.
We oimbũraga maũndũ marĩa onete na akaigua no gũtirĩ mũndũ o na ũmwe wĩtĩkagĩra ũira wake.	What he has seen and heard, of that he testifies; and no one receives his witness.
Moima Kadeshi, magĩthiĩ makĩamba hema ciao Kĩrĩma-inĩ kĩa Horu, mũhaka-inĩ wa Edomu.	They traveled from Kadesh, and encamped in Mount Hor, in the edge of the land of Edom.
Ndũkanarute ũira ũigĩrĩre mũndũ wa itũũra rĩaku kĩgeenyo, kana ũheenanie na mĩromo yaku.	Don’t be a witness against your neighbor without cause. Don’t deceive with your lips.
Woigire atĩrĩ, ‘Kaĩ ndĩ na haaro-ĩ! Jehova nĩanyongereire kĩeha igũrũ rĩa ruo rũrĩa ndĩ naruo; nĩnogetio nĩ gũcaaya, na ngaaga ũhurũko.’ ”	‘You said, “Woe is me now! For Yahweh has added sorrow to my pain! I am weary with my groaning, and I find no rest.” ’
“Mũndũ ũcio angĩkorwo arĩ na mwanake mũtunyani, mũitithia wa thakame kana wĩkaga ũndũ o na ũmwe wa maũndũ macio mangĩ mooru	“ ‘Your mother was like a vine in your blood, planted by the waters. It was fruitful and full of branches by reason of many waters.
Nowe Ishumaeli mũrũ wa Nethania na andũ ake anana nĩmetharire kuuma harĩ Johanani, makĩũrĩra kũrĩ andũ a Amoni. Kũũrĩra Bũrũri wa Misiri	But Ishmael the son of Nethaniah escaped from Johanan with eight men, and went to the children of Ammon.
Nduta gwĩkaga wendi waku, nĩgũkorwo Wee nĩwe Ngai wakwa; Roho waku mwega arondongoragia, ngeragĩre kũrĩa kwaraganu.	All your works will give thanks to you, Yahweh. : This is an acrostic psalm, with every verse (including the second half of verse 13) starting with a consecutive letter of the Hebrew alphabet.
Nĩmagĩte kwĩhokeka harĩ Jehova; nao magaciara ciana itarĩ na ũngai. Na rĩrĩ, ciathĩ ciao cia Karũgamo ka Mweri nĩikaamameria, o hamwe na mĩgũnda yao.	As they were multiplied, so they sinned against me. I will change their glory into shame.
Mũndũ o wothe agekĩrwo mũcamo wa cumbĩ nĩ mwaki, (na igongona o rĩothe rĩĩkĩrwo mũcamo na cumbĩ).	For everyone will be salted with fire, and every sacrifice will be seasoned with salt.
Niĩ njathĩtwo ndathimane; nake arathimanĩte-rĩ, ndingĩhota kũgarũra ũndũ ũcio.	Behold, I have received a command to bless. He has blessed, and I can’t reverse it.
Marĩ kũu Kĩrĩma-inĩ kĩa Horu, hakuhĩ na mũhaka wa Edomu, Jehova akĩĩra Musa na Harũni atĩrĩ,	Yahweh spoke to Moses and Aaron in Mount Hor, by the border of the land of Edom, saying,
Jusufu akĩmwĩra atĩrĩ, “Ũtaũri wakĩo nĩ ũyũ: Honge icio ithatũ nĩ mĩthenya ĩtatũ.	Joseph said to him, “This is its interpretation: the three branches are three days.
Aarĩkia kuuga ũguo, akĩoya mũgate, agĩcookeria Ngai ngaatho mbere yao othe. Agĩcooka akĩwenyũranga, akĩambĩrĩria kũrĩa. Nao othe makĩigua momĩrĩria, makĩoya irio makĩrĩa.	When he had said this and had taken bread, he gave thanks to God in the presence of all; then he broke it and began to eat.
Mũraika wa Jehova ningĩ akĩmwĩra atĩrĩ: * 15:10 Kĩrĩkanĩro o gĩothe kĩarĩkia kũiguithanĩrio nĩ kwarutagwo igongona rĩa nyamũ ĩrĩa yatinanagio maita meerĩ, nao arĩa maathondekaga kĩrĩkanĩro kĩu makagera gatagatĩ ga icunjĩ icio cierĩ. * 16:2 Kwaga kũgĩa ciana kuonekaga taarĩ iherithia kuuma kũrĩ Ngai. Mũtugo wa mahinda macio nĩwetĩkĩrĩtie mũtumia athuurĩre mũthuuriwe mũtumia, no ciana iria maagĩa igakorwo irĩ cia mũtumia ũcio thata.	Don’t speak against one another, brothers. He who speaks against a brother and judges his brother, speaks against the law and judges the law. But if you judge the law, you are not a doer of the law but a judge.
Andũ acio magĩikara magĩcaragia Jesũ, na rĩrĩa maarũngiĩ nja ya hekarũ, makĩũrania atĩrĩ, “Mũgwĩciiria atĩa? Kaĩ hihi ategũũka Gĩathĩ-inĩ?” No athĩnjĩri-Ngai arĩa anene na Afarisai nĩmarutĩte watho atĩ mũndũ o wothe ũngĩamenyire harĩa Jesũ aarĩ, amarehere ũhoro nĩgeetha mamũnyiite.	Then they sought for Jesus and spoke with one another as they stood in the temple, “What do you think—that he isn’t coming to the feast at all?”
“Ambata, ũkinye Gileadi, ũgĩĩre ndawa, wee Mũirĩtu Gathirange, Mwarĩ wa bũrũri wa Misiri. No rĩrĩ, ũingĩhagia ndawa icio mũno, o tũhũ; gũtirĩ ingĩkũhonia.	Go up into Gilead, and take balm, virgin daughter of Egypt. You use many medicines in vain. There is no healing for you.
“Mũthamaki ũcio ũrĩ gatagatĩ-inĩ kao nĩagakuua mĩrigo yake na ciande kũrĩ mairia oimagare, naruo rũthingo nĩrũgatũrĩkio irima oimĩre ho. Nake nĩakehumbĩra ũthiũ nĩguo ndakone bũrũri.	“ ‘The prince who is among them will bear his baggage on his shoulder in the dark, and will go out. They will dig through the wall to carry things out that
Mĩaka yothe ĩrĩa Ishumaeli aatũũrire muoyo yarĩ mĩaka igana rĩmwe na mĩrongo ĩtatũ na mũgwanja. Agĩcooka agĩtuĩkana agĩkua, na agĩthikwo hamwe na andũ ao arĩa maakuĩte.	These are the years of the life of Ishmael: one hundred thirty-seven years. He gave up his spirit and died, and was gathered to his people.
Akĩĩhũgũra, akĩmarora othe, agĩcooka akĩĩra mũndũ ũcio atĩrĩ, “Tambũrũkia guoko gwaku.” Nake agĩĩka o ro ũguo; nakuo guoko gwake gũkĩhonio biũ. Nao makĩrakara mũno, makĩambĩrĩria kũũrania ũrĩa mangĩĩka Jesũ. Atũmwo arĩa Ikũmi na Eerĩ	He looked around at them all, and said to the man, “Stretch out your hand.” He did, and his hand was restored as sound as the other.
Hĩndĩ ĩyo ngʼondu ikaarĩĩaga ta irĩ ũrĩithio-inĩ wacio; natuo tũgondu tũkaarĩithagio kũndũ kũrĩa kwanangĩku gwa itonga.	Then the lambs will graze as in their pasture, and strangers will eat the ruins of the rich.
Nĩcio iheaga nyamũ ciothe cia gĩthaka maaĩ ma kũnyua; nĩkuo njagĩ cia werũ-inĩ inyootoragĩrwo.	They give drink to every animal of the field. The wild donkeys quench their thirst.
Merirĩria ma mũndũ kĩgũũta nĩmo makaamũũraga, tondũ moko make matiendaga kũruta wĩra.	The desire of the sluggard kills him, for his hands refuse to labor.
“ ‘Mũndũ wa bũrũri wanyu angĩthĩĩna na endie gĩcunjĩ kĩa mũgũnda wake, mũndũ ũrĩa wa hakuhĩ mũno wa nyũmba yake nĩagooka na akũũre mũgũnda ũcio mũndũ wao eendetie. No rĩrĩ, mũndũ angĩkorwo ndarĩ na mũndũ wa kũmũkũũrĩra mũgũnda, na we mwene atonge agĩe na indo ciiganĩte kũũkũũra,	“ ‘If your brother becomes poor, and sells some of his possessions, then his kinsman who is next to him shall come, and redeem that which his brother has sold.
Gũtĩĩra mũndũ maũthĩ ti wega: no mũndũ no eke ũũru nĩ ũndũ wa kenyũ ka irio.	He who pampers his servant from youth will have him become a son in the end.
Korwo nĩmwamenyete gĩtũmi gĩa ciugo ici, atĩrĩ, ‘Kũiguanĩra tha nĩkuo nyendaga, no ti magongona,’ mũtingĩatuĩrĩire andũ mateehĩtie mahĩtia.	But if you had known what this means, ‘I desire mercy, and not sacrifice,’* you wouldn’t have condemned the guiltless.
Korwo ndaarĩ na mehia ngoro-inĩ yakwa-rĩ, Mwathani ndangĩanjiguire;	If I cherished sin in my heart, the Lord wouldn’t have listened.
Ũrĩrĩĩaga irio cia thithino ya mĩnoga yaku, o nginya rĩrĩa ũgaacooka tĩĩri-inĩ, tondũ nokuo warutĩtwo; tondũ wee ũrĩ rũkũngũ na ũgaacooka o rũkũngũ-inĩ.”	Lamech took two wives: the name of the first one was Adah, and the name of the second one was Zillah.
“Ĩra andũ a Isiraeli atĩrĩ, ‘Mũndũ o wothe ũngĩrehere Jehova iruta rĩa ũiguano, akaarehe gĩcunjĩ kĩarĩo kĩrĩ igongona rĩake mwene kũrĩ Jehova.	“Speak to the children of Israel, saying, ‘He who offers the sacrifice of his peace offerings to Yahweh shall bring his offering to Yahweh out of the sacrifice of his peace offerings.
O na gũtuĩka ndũũraga nyiitĩrĩire muoyo wakwa moko-inĩ makwa-rĩ, ndingĩriganĩrwo nĩ watho waku.	My soul is continually in my hand, yet I won’t forget your law.
Tungatagai na ngoro yothe mũtarĩ na kĩnyiria, taarĩ Mwathani mũratungatĩra, no ti andũ,	with good will doing service as to the Lord and not to men,
Nĩgũkorwo manyariiraga arĩa wee ũgurarĩtie, na makaaria ũhoro wa ruo rwa arĩa ũtiihĩtie.	For they persecute him whom you have wounded. They tell of the sorrow of those whom you have hurt.
Nĩmagire wĩhokeku na makĩaga wĩtĩkio o ta maithe mao, makĩaga kwĩhokeka o ta ũta mũgathũku ũrĩa ũtangĩĩhokwo.	but turned back, and dealt treacherously like their fathers. They were twisted like a deceitful bow.
Njĩra cia itũũra rĩu inene ikaiyũra tũhĩĩ na tũirĩtu tũgĩthaaka.”	The streets of the city will be full of boys and girls playing in its streets.”
nĩwe waringire marigithathi ma Misiri, Wendo wake nĩ wa tene na tene.	to him who struck down the Egyptian firstborn, for his loving kindness endures forever;
Niĩ ndirĩ ndacuumĩkĩra betha kana thahabu, o na kana nguo ya mũndũ o wothe.	They brought Alexander out of the multitude, the Jews putting him forward. Alexander beckoned with his hand, and would have made a defense to the people.
Haha nĩhabataire ũkirĩrĩria harĩ andũ arĩa aamũre, o arĩa maathĩkagĩra Maathani ma Ngai, na magatũũra marĩ ehokeku harĩ Jesũ.	Here is the perseverance of the saints, those who keep the commandments of God and the faith of Jesus.”
Ririkanai magegania marĩa ekĩte, na ciama ciake, na matuĩro ma ciira marĩa atuĩte,	Remember his marvelous works that he has done: his wonders, and the judgments of his mouth,
Nĩ ũndũ ũcio makĩeheria ihiga. Jesũ agĩcooka agĩtiira maitho, akiuga atĩrĩ, “Baba, nĩndagũcook- eria ngaatho nĩ ũndũ nĩũnjiguaga.	So they took away the stone from the place where the dead man was lying.§ Jesus lifted up his eyes and said, “Father, I thank you that you listened to me.
O na gũtuĩka kĩambĩrĩria gĩaku no kĩoneke kĩrĩ kĩnini, thuutha-inĩ nĩũkagaacĩra mũno.	Though your beginning was small, yet your latter end would greatly increase.
Gideoni mũrũ wa Joashu aakuire arĩ mũkũrũ mũno, na agĩthikwo mbĩrĩra-inĩ ya ithe Joashu kũu Ofira ya Aabiezeri.	Gideon the son of Joash died in a good old age, and was buried in the tomb of Joash his father, in Ophrah of the Abiezrites.
O ta ũrĩa thwariga ĩnyootagĩra tũrũũĩ twa maaĩ, no taguo ngoro yakwa ĩkũnyootagĩra, Wee Ngai.	We have heard with our ears, God; our fathers have told us what work you did in their days, in the days of old.
Athamaki a Tarishishi† na a mabũrũri marĩa marĩ hũgũrũrũ-inĩ cia kũraya nĩmakamũrehagĩra igooti; nao athamaki a Sheba na Seba nĩmakamũrehagĩra iheo.	The kings of Tarshish and of the islands will bring tribute. The kings of Sheba and Seba shall offer gifts.
Akĩmeera atĩrĩ, “Ĩno nĩyo thakame yakwa ya kĩrĩkanĩro, ĩrĩa ĩitĩtwo nĩ ũndũ wa andũ aingĩ.	Crucifying him, they parted his garments among them, casting lots on them, what each should take.
Mũtikaheane ũhoro ũcio kũu Gathu, mũtikarĩre o na hanini. Ningĩ kũu Bethi-Ofara mwĩgaragariei rũkũngũ‑inĩ.	Don’t tell it in Gath. Don’t weep at all. At Beth Ophrah† I have rolled myself in the dust.
Othe makuuaga ngoro; mookaga makĩinainaga moimĩte ciĩhitho ciao cia hinya.	The foreigners shall fade away, and shall come trembling out of their strongholds.
Nĩgũkorwo ũũ nĩguo Jehova, Ngai wa Isiraeli, ekuuga ũhoro ũkoniĩ nyũmba iria irĩ itũũra rĩĩrĩ inene, o na nyũmba cia ũthamaki wa Juda o icio ciatharirio nĩguo indo iria ciakĩte kuo ihũthĩrwo kwĩgitĩra kuuma kũrĩ ihumbu cia tĩĩri iria cikũrigiicĩirie o na kuuma kũrĩ rũhiũ rwa njora,	For Yahweh, the God of Israel, says concerning the houses of this city and concerning the houses of the kings of Judah, which are broken down to make a defense against the mounds and against the sword:
“Bũrũri wa Juda nĩũracakaya, namo matũũra makuo makoorwo nĩ hinya; nĩmararĩrĩra bũrũri, nakĩo kĩrĩro nĩkĩambatĩte na igũrũ kiumĩte Jerusalemu.	“Judah mourns, and its gates languish. They sit in black on the ground. The cry of Jerusalem goes up.
Nĩngamatua rũrĩrĩ rũmwe marĩ kũu bũrũri ũcio, o kũu irĩma-igũrũ cia Isiraeli. Gũkaagĩa mũthamaki ũmwe igũrũ rĩao othe, na matigacooka rĩngĩ gũtuĩka ndũrĩrĩ igĩrĩ, kana magayũkanio matuĩke mothamaki meerĩ.	I will make them one nation in the land, on the mountains of Israel. One king will be king to them all. They will no longer be two nations. They won’t be divided into two kingdoms any more at all.
Mũcaara wa andũ arĩa athingu ũmarehagĩra muoyo, no indo iria cionagwo nĩ andũ arĩa aaganu imarehagĩra iherithia.	The labor of the righteous leads to life. The increase of the wicked leads to sin.
Mũthenya wa ikũmi na ũmwe, Pagieli mũrũ wa Okirani, mũtongoria wa andũ a Asheri, nake akĩrehe maruta make.	On the eleventh day Pagiel the son of Ochran, prince of the children of Asher,
