Reference,Kikuyu,English
Exodus 4:16,"Nĩakaarĩria andũ handũ haku, na agaatuĩka taarĩ we kanua gaku, nawe ũtuĩke ta ũrĩ Ngai harĩ we.","He will be your spokesman to the people. It will happen that he will be to you a mouth, and you will be to him as God."
Exodus 4:17,No oya rũthanju rũrũ nĩguo ũhotage kũringa ciama naruo.”,"You shall take this rod in your hand, with which you shall do the signs.”"
Exodus 4:18,"Nake Musa agĩcooka kwa Jethero mũthoni-we, akĩmwĩra atĩrĩ, “Njĩtĩkĩria njooke bũrũri wa Misiri kũrĩ andũ aitũ, ngarore kana nĩ kũrĩ matũire muoyo.” Jethero akiuga atĩrĩ, “Thiĩ, ndakũhoera thayũ.”","Moses went and returned to Jethro his father-in-law, and said to him, “Please let me go and return to my brothers who are in Egypt, and see whether they are still alive.” Jethro said to Moses, “Go in peace.”"
Exodus 4:19,"Na rĩrĩ, Jehova nĩarĩirie Musa arĩ o kũu Midiani, akĩmwĩra atĩrĩ, “Cooka bũrũri wa Misiri, nĩgũkorwo andũ othe arĩa meendaga gũkũũraga nĩmakuĩte.”","Yahweh said to Moses in Midian, “Go, return into Egypt; for all the men who sought your life are dead.”"
Exodus 4:20,"Nĩ ũndũ ũcio Musa akĩoya mũtumia wake na ariũ ake, akĩmahaicia ndigiri na makĩambĩrĩria rũgendo rwa gũcooka bũrũri wa Misiri. Nake akĩoya rũthanju rwa Ngai akĩrũnyiita na guoko.","Moses took his wife and his sons, and set them on a donkey, and he returned to the land of Egypt. Moses took God’s rod in his hand."
Exodus 4:21,"Jehova akĩĩra Musa atĩrĩ, “Wacooka bũrũri wa Misiri-rĩ, tigĩrĩra nĩ weka morirũ mothe marĩa ngũhotithĩtie gwĩka mbere ya Firaũni. No nĩngomia ngoro yake nĩgeetha ndagetĩkĩrie andũ mathiĩ.","Yahweh said to Moses, “When you go back into Egypt, see that you do before Pharaoh all the wonders which I have put in your hand, but I will harden his heart and he will not let the people go."
Exodus 4:22,"Ningĩ wĩre Firaũni atĩrĩ, ‘Ũũ nĩguo Jehova ekuuga: Isiraeli nĩwe mũriũ wakwa wa irigithathi,","You shall tell Pharaoh, ‘Yahweh says, Israel is my son, my firstborn,"
Exodus 4:23,"na nĩndakwĩrire atĩrĩ, “Reke mũriũ wakwa athiĩ akaahooe.” No nĩwaregire kũmwĩtĩkĩria athiĩ; nĩ ũndũ ũcio nĩngooraga mũriũ waku wa irigithathi.’ ”","and I have said to you, “Let my son go, that he may serve me;” and you have refused to let him go. Behold, I will kill your firstborn son.’ ”"
Exodus 4:24,"Marĩ handũ harĩa mararĩrĩire marĩ rũgendo-inĩ-rĩ, Jehova akiumĩrĩra Musa, na aarĩ hakuhĩ kũmũũraga.","On the way at a lodging place, Yahweh met Moses and wanted to kill him."
Exodus 4:25,"No Zipora akĩoya kahiga kaarĩ kogĩ ta kahiũ, akĩruithia mũriũ, na akĩhutithia gĩkonde kĩu nyarĩrĩ cia Musa. Agĩcooka akĩmwĩra atĩrĩ, “Ti-itherũ ũrĩ mũthuuri wakwa wa thakame.”","Then Zipporah took a flint, and cut off the foreskin of her son, and cast it at his feet; and she said, “Surely you are a bridegroom of blood to me.”"
Exodus 4:26,Nĩ ũndũ ũcio Jehova agĩtigana nake. (Hĩndĩ ĩyo mũtumia ũcio wake oigire “ũrĩ mũthuuri wakwa wa thakame” aaragia ũhoro wa irua.),"So he let him alone. Then she said, “You are a bridegroom of blood,” because of the circumcision."
Exodus 4:27,"Nake Jehova akĩĩra Harũni atĩrĩ, “Thiĩ werũ-inĩ ũgathaagane Musa.” Nĩ ũndũ ũcio Harũni agĩtũnga Musa kĩrĩma-inĩ kĩa Ngai, akĩmũhĩmbĩria.","Yahweh said to Aaron, “Go into the wilderness to meet Moses.” He went, and met him on God’s mountain, and kissed him."
Exodus 4:28,"Nake Musa akĩĩra Harũni ũrĩa wothe Jehova amũtũmĩte akoige, o na ningĩ ũhoro wa ciama ciothe iria aamwathĩte aringe.","Moses told Aaron all Yahweh’s words with which he had sent him, and all the signs with which he had instructed him."
Exodus 4:29,"Musa na Harũni magĩcookanĩrĩria athuuri a Isiraeli othe,",Moses and Aaron went and gathered together all the elders of the children of Israel.
Exodus 4:30,nake Harũni akĩmeera ũrĩa wothe Jehova eerĩte Musa. O na ningĩ Musa akĩringa ciama mbere yao;,"Aaron spoke all the words which Yahweh had spoken to Moses, and did the signs in the sight of the people."
Exodus 4:31,"nao magĩĩtĩkia. Na rĩrĩa maiguire atĩ Jehova nĩameciirĩtie na akona mĩnyamaro yao-rĩ, makĩinamĩrĩra, magĩthathaiya.","The people believed, and when they heard that Yahweh had visited the children of Israel, and that he had seen their affliction, then they bowed their heads and worshiped."
Exodus 5:1,"Thuutha-inĩ Musa na Harũni nĩmathiire kũrĩ Firaũni, makĩmwĩra atĩrĩ, “Jehova, o we Ngai wa Isiraeli, oigĩte ũũ: ‘Reke andũ akwa mathiĩ, nĩgeetha makagĩe na gĩathĩ gĩakwa werũ-inĩ.’ ”","Afterward Moses and Aaron came, and said to Pharaoh, “This is what Yahweh, the God of Israel, says, ‘Let my people go, that they may hold a feast to me in the wilderness.’ ”"
Exodus 5:2,"Nake Firaũni akĩmooria atĩrĩ, “Jehova nĩwe ũ, atĩ ndĩmwathĩkĩre na ndekererie andũ a Isiraeli mathiĩ? Niĩ ndiũĩ Jehova na ndikũrekereria andũ a Isiraeli mathiĩ.”","Pharaoh said, “Who is Yahweh, that I should listen to his voice to let Israel go? I don’t know Yahweh, and moreover I will not let Israel go.”"
Exodus 5:3,"Ningĩ makĩmwĩra atĩrĩ, “Ngai wa Ahibirania nĩatwarĩirie. Nĩ ũndũ ũcio twĩtĩkĩrie tũthiĩ rũgendo rwa mĩthenya ĩtatũ werũ-inĩ tũkarutĩre Jehova Ngai witũ magongona, kwaga ũguo no atũrehithĩrie mĩthiro kana atũniine na rũhiũ rwa njora.”*","They said, “The God of the Hebrews has met with us. Please let us go three days’ journey into the wilderness, and sacrifice to Yahweh, our God, lest he fall on us with pestilence, or with the sword.”"
Exodus 5:4,"No mũthamaki wa bũrũri wa Misiri akĩmooria atĩrĩ, “Musa na Harũni, nĩ kĩĩ kĩratũma mũrute andũ wĩra-inĩ wao? Cookai wĩra-inĩ wanyu!”","The king of Egypt said to them, “Why do you, Moses and Aaron, take the people from their work? Get back to your burdens!”"
Exodus 5:5,"Nake Firaũni akiuga atĩrĩ, “Ta rorai, andũ a bũrũri rĩu nĩmaingĩhĩte, na inyuĩ nĩmũragiria marute wĩra.”","Pharaoh said, “Behold, the people of the land are now many, and you make them rest from their burdens.”"
Exodus 5:6,"Mũthenya o ũcio Firaũni agĩatha arũgamĩrĩri a ngombo o na nyabaara cia andũ,† akĩmeera atĩrĩ,","The same day Pharaoh commanded the taskmasters of the people and their officers, saying,"
Exodus 5:7,“Mũtigacooke kũhe andũ a Isiraeli nyeki ya gũthondeka maturubarĩ; nĩmathiĩ magecarĩrie nyeki o ene.,"“You shall no longer give the people straw to make brick, as before. Let them go and gather straw for themselves."
Exodus 5:8,"No mũmeere atĩ no nginya mathondeke maturubarĩ mũigana o ta wa mbere; mũtikamanyiihĩrie gĩthimo. Nĩ igũũta; nĩkĩo mararĩra makoiga atĩrĩ, ‘Nĩtũrekwo tũthiĩ tũkarutĩre Ngai witũ igongona.’","You shall require from them the number of the bricks which they made before. You shall not diminish anything of it, for they are idle. Therefore they cry, saying, ‘Let’s go and sacrifice to our God.’"
Exodus 5:9,"Maritũhĩriei wĩra nĩgeetha makoragwo makĩruta wĩra hĩndĩ ciothe, na mũtige gũthikĩrĩria ũhoro wa maheeni.”","Let heavier work be laid on the men, that they may labor in it. Don’t let them pay any attention to lying words.”"
Exodus 5:10,"Nao arũgamĩrĩri a ngombo na nyabaara cia andũ magĩthiĩ makĩĩra andũ atĩrĩ, “Firaũni ekuuga ũũ: ‘Ndigũcooka kũmũhe nyeki rĩngĩ.","The taskmasters of the people went out with their officers, and they spoke to the people, saying, “This is what Pharaoh says: ‘I will not give you straw."
Exodus 5:11,"Thiĩi mũgecarĩrie nyeki yanyu kũrĩa guothe mũrĩmĩona, no wĩra wanyu ndũkũnyihanyiihio o na hanini.’ ”","Go yourselves, get straw where you can find it, for nothing of your work shall be diminished.’ ”"
Exodus 5:12,Nĩ ũndũ ũcio andũ makĩhurunjũkĩra bũrũri wa Misiri guothe kũngania makoni ma ngano mamatũmĩre ta nyeki.,So the people were scattered abroad throughout all the land of Egypt to gather stubble for straw.
Exodus 5:13,"Arũgamĩrĩri a ngombo makĩmahinyĩrĩria mũno, makameeraga atĩrĩ, “Rĩĩkiai wĩra ũrĩa mwagĩrĩirwo wa o mũthenya, o ta ũrĩa mwekaga rĩrĩa mwaheagwo nyeki.”","The taskmasters were urgent saying, “Fulfill your work quota daily, as when there was straw!”"
Exodus 5:14,"Nao andũ a Isiraeli arĩa maarĩ nyabaara arĩa maathuurĩtwo nĩ anene a ngombo a Firaũni magakĩhũũragwo, makoorio atĩrĩ, “Nĩ kĩĩ kĩragiririe mũhingie mũigana wa maturubarĩ ma ira kana ma ũmũthĩ, ta ũrĩa mũrekaga mbere?”","The officers of the children of Israel, whom Pharaoh’s taskmasters had set over them, were beaten, and were asked, “Why haven’t you fulfilled your quota both yesterday and today, in making brick as before?”"
Exodus 5:15,"Nao andũ a Isiraeli arĩa maarĩ nyabaara magĩthiĩ kũrĩ Firaũni kũmũthaitha, makĩmũũria atĩrĩ: “Nĩ kĩĩ gĩtũmĩte wĩke ndungata ciaku maũndũ maya?","Then the officers of the children of Israel came and cried to Pharaoh, saying, “Why do you deal this way with your servants?"
Exodus 5:16,"Ndungata ciaku itiraheo nyeki, na no tũrerwo, ‘Thondekai maturubarĩ!’ Ndungata ciaku nĩirahũũrwo, no andũ aku nĩo marĩ na mahĩtia.”","No straw is given to your servants, and they tell us, ‘Make brick!’ and behold, your servants are beaten; but the fault is in your own people.”"
Exodus 5:17,"Nake Firaũni agĩcookia atĩrĩ, “Igũũta ici! Inyuĩ mũrĩ igũũta! Nĩkĩo mũraikara mũkiugaga atĩrĩ, ‘Nĩtũrekwo tũkarutĩre Jehova igongona.’","But Pharaoh said, “You are idle! You are idle! Therefore you say, ‘Let’s go and sacrifice to Yahweh.’"
Exodus 5:18,"Cookai wĩra-inĩ. Mũtikũheo nyeki, na no nginya mũthondeke mũigana wa maturubarĩ marĩa mwagĩrĩirwo.”","Go therefore now, and work; for no straw shall be given to you; yet you shall deliver the same number of bricks!”"
Exodus 5:19,"Nao andũ a Isiraeli arĩa maarĩ nyabaara makĩmenya atĩ maarĩ thĩĩna-inĩ rĩrĩa meerirwo atĩrĩ, “Mũtikũnyiihĩrio mũigana wa maturubarĩ marĩa mwagĩrĩirwo gũthondeka o mũthenya.”","The officers of the children of Israel saw that they were in trouble when it was said, “You shall not diminish anything from your daily quota of bricks!”"
Exodus 5:20,"Rĩrĩa moimire harĩ Firaũni-rĩ, magĩkora Musa na Harũni arĩa maametereire,","They met Moses and Aaron, who stood along the way, as they came out from Pharaoh."
Exodus 5:21,"nao anyabara acio makĩmeera atĩrĩ, “Jehova aromuona na amũtuĩre ciira! Mũtũmĩte tũtuĩke kĩndũ kĩnungu kũrĩ Firaũni na anene ake, na mũkamane rũhiũ rwa njora moko-inĩ mao matũũrage.”","They said to them, “May Yahweh look at you and judge, because you have made us a stench to be abhorred in the eyes of Pharaoh, and in the eyes of his servants, to put a sword in their hand to kill us!”"
Exodus 5:22,"Musa agĩcooka kũrĩ, Jehova akĩmũũria atĩrĩ, “Mwathani, nĩ kĩĩ gĩtũmĩte ũrehithĩrie andũ aya thĩĩna? Gĩkĩ nĩkĩo gĩatũmire ũndũme?","Moses returned to Yahweh, and said, “Lord, why have you brought trouble on this people? Why is it that you have sent me?"
Exodus 5:23,"Kuuma rĩrĩa ndaathiire kũrĩ Firaũni kũmwarĩria thĩinĩ wa rĩĩtwa rĩaku, nĩareheire andũ aya thĩĩna, nawe ũkaaga gũteithũra andũ aku o na hanini.”","For since I came to Pharaoh to speak in your name, he has brought trouble on this people. You have not rescued your people at all!”"
Exodus 6:1,"Ningĩ Jehova akĩĩra Musa atĩrĩ, “Rĩu nĩũkuona ũrĩa ngwĩka Firaũni: Nĩ tondũ wa guoko gwakwa kũrĩ hinya-rĩ, nĩakamarekereria mathiĩ; na ningĩ nĩ tondũ wa guoko gwakwa kũrĩ hinya, nĩakamaingata moime bũrũri wake.”","Yahweh said to Moses, “Now you shall see what I will do to Pharaoh, for by a strong hand he shall let them go, and by a strong hand he shall drive them out of his land.”"
Exodus 6:2,"Ngai agĩcooka akĩĩra Musa atĩrĩ, “Nĩ niĩ Jehova.","God spoke to Moses, and said to him, “I am Yahweh."
Exodus 6:3,"Nĩ niĩ ndoimĩrĩire Iburahĩmu, na Isaaka, o na Jakubu ndĩ Mũrungu Mwene-Hinya-Wothe, no matiamenyire na rĩĩtwa rĩu rĩakwa Jehova.","I appeared to Abraham, to Isaac, and to Jacob, as God Almighty; but by my name Yahweh I was not known to them."
Exodus 6:4,"O na nĩndathondekire kĩrĩkanĩro gĩakwa nao atĩ nĩngamahe bũrũri wa Kaanani, kũrĩa maatũũraga marĩ ageni.","I have also established my covenant with them, to give them the land of Canaan, the land of their travels, in which they lived as aliens."
Exodus 6:5,"Na makĩria-rĩ, nĩnjiguĩte gũcaaya kwa andũ a Isiraeli, arĩa matuĩtwo ngombo nĩ andũ a Misiri, na nĩndirikanĩte kĩrĩkanĩro gĩakwa nao.","Moreover I have heard the groaning of the children of Israel, whom the Egyptians keep in bondage, and I have remembered my covenant."
Exodus 6:6,"“Nĩ ũndũ ũcio, ĩra andũ a Isiraeli atĩrĩ: ‘Niĩ nĩ niĩ Jehova, na nĩngamwaũra icooki rĩu mũigĩrĩirwonĩandũaMisiri. Nĩngamuohoramũtigegũcookagũtuĩkangombociao, nanĩngamũkũũra ndambũrũkĩtie guoko na ciĩko nene cia ũtuanĩri ciira.","Therefore tell the children of Israel, ‘I am Yahweh, and I will bring you out from under the burdens of the Egyptians, and I will rid you out of their bondage, and I will redeem you with an outstretched arm, and with great judgments."
Exodus 6:7,"Ngaamuoya ta andũ akwa kĩũmbe, na nduĩke Ngai wanyu. Hĩndĩ ĩyo nĩmũkamenya atĩ nĩ niĩ Jehova Ngai wanyu ũrĩa wamũrutire icooki-inĩ rĩa andũ a Misiri.","I will take you to myself for a people. I will be your God; and you shall know that I am Yahweh your God, who brings you out from under the burdens of the Egyptians."
Exodus 6:8,"Na nĩngamũtwara bũrũri ũrĩa ndeeranĩire na mwĩhĩtwa nyambararĩtie guoko atĩ nĩngaahe Iburahĩmu, na Isaaka, o na Jakubu. Nĩguo ngũmũhe mũwĩgwatĩre ũtuĩke wanyu. Niĩ nĩ niĩ Jehova.’ ”","I will bring you into the land which I swore to give to Abraham, to Isaac, and to Jacob; and I will give it to you for a heritage: I am Yahweh.’ ”"
Exodus 6:9,"Musa agĩkĩheana ũhoro ũcio kũrĩ andũ a Isiraeli, no matiamũiguire nĩ ũrĩa maakuĩte ngoro nĩkũhinyĩrĩrio nĩ ũkombo.","Moses spoke so to the children of Israel, but they didn’t listen to Moses for anguish of spirit, and for cruel bondage."
Exodus 6:10,"Ningĩ Jehova akĩĩra Musa atĩrĩ,","Yahweh spoke to Moses, saying,"
Exodus 6:11,"“Thiĩ wĩre Firaũni, mũthamaki wa bũrũri wa Misiri arekererie andũ a Isiraeli moime bũrũri wake.”","“Go in, speak to Pharaoh king of Egypt, that he let the children of Israel go out of his land.”"
Exodus 6:12,"No Musa akĩĩra Jehova atĩrĩ, “Angĩkorwo andũ a Isiraeli matingĩnjigua-rĩ, nĩkĩ kĩngĩtũma Firaũni anjigue, kuona njaragia ngĩtondoiraga?”","Moses spoke before Yahweh, saying, “Behold, the children of Israel haven’t listened to me. How then shall Pharaoh listen to me, when I have uncircumcised lips?”"
Exodus 6:13,Ngai nĩacookire akĩaria na Musa na Harũni ũhoro wĩgiĩ andũ a Isiraeli na Firaũni mũthamaki wa bũrũri wa Misiri na akĩmaatha marute andũ a Isiraeli moime bũrũri wa Misiri.,"Yahweh spoke to Moses and to Aaron, and gave them a command to the children of Israel, and to Pharaoh king of Egypt, to bring the children of Israel out of the land of Egypt."
Exodus 6:14,"Aya nĩo maarĩ atongoria a nyũmba ciao: Ariũ a Rubeni ũrĩa irigithathi rĩa Isiraeli maarĩ Hanoku na Palu, na Hezironi, na Karimi. Acio nĩo maarĩ mbarĩ cia Rubeni.","These are the heads of their fathers’ houses. The sons of Reuben the firstborn of Israel: Hanoch, and Pallu, Hezron, and Carmi; these are the families of Reuben."
Exodus 6:15,"Ariũ a Simeoni maarĩ Jemueli, na Jamini, na Ohadi, na Jakini, na Sohari, na Shauli ũrĩa warĩ mũriũ wa mũtumia Mũkaanani. Acio nĩo maarĩ mbarĩ cia Simeoni.","The sons of Simeon: Jemuel, and Jamin, and Ohad, and Jachin, and Zohar, and Shaul the son of a Canaanite woman; these are the families of Simeon."
Exodus 6:16,"Maya nĩmo maarĩ marĩĩtwa ma ariũ a Lawi kũringana na maandĩko mao: Gerishoni, na Kohathu, na Merari. Lawi aatũũrire muoyo mĩaka 137.","These are the names of the sons of Levi according to their generations: Gershon, and Kohath, and Merari; and the years of the life of Levi were one hundred thirty-seven years."
Exodus 6:17,Ariũ a Gerishoni kũringana na mbarĩ ciao maarĩ Libini na Shimei.,"The sons of Gershon: Libni and Shimei, according to their families."
Exodus 6:18,"Ariũ a Kohathu maarĩ Amuramu, na Iziharu, na Hebironi, na Uzieli. Kohathu aatũũrire muoyo mĩaka 133.","The sons of Kohath: Amram, and Izhar, and Hebron, and Uzziel; and the years of the life of Kohath were one hundred thirty-three years."
Exodus 6:19,Ariũ a Merari maarĩ Mahali na Mushi. Acio nĩo maarĩ mbarĩ cia Lawi kũringana na maandĩko mao.,The sons of Merari: Mahli and Mushi. These are the families of the Levites according to their generations.
Exodus 6:20,"Amuramu nĩahikirie mwarĩ wa nyina na ithe wetagwo Jokebedi, ũrĩa wamũciarĩire Harũni na Musa. Amuramu aatũũrire muoyo mĩaka 137.",Amram took Jochebed his father’s sister to himself as wife; and she bore him Aaron and Moses. The years of the life of Amram were one hundred thirty-seven years.
Exodus 6:21,"Ariũ a Iziharu maarĩ Kora, na Nefegu, na Zikiri.","The sons of Izhar: Korah, and Nepheg, and Zichri."
Exodus 6:22,"Ariũ a Uzieli maarĩ Mishaeli, na Elizafani, na Sithiri.","The sons of Uzziel: Mishael, Elzaphan, and Sithri."
Exodus 6:23,"Harũni nĩahikirie Elisheba, mwarĩ wa Aminadabu, o ũrĩa warĩ mwarĩ wa nyina na Nahashoni, nake akĩmũciarĩra Nadabu na Abihu, na Eleazaru, na Ithamaru.","Aaron took Elisheba, the daughter of Amminadab, the sister of Nahshon, as his wife; and she bore him Nadab and Abihu, Eleazar and Ithamar."
Exodus 6:24,"Ariũ a Kora maarĩ Asiri, na Elikana, na Abiasafu. Acio nĩo mbarĩ cia Akora.","The sons of Korah: Assir, Elkanah, and Abiasaph; these are the families of the Korahites."
Exodus 6:25,"Eleazaru mũrũ wa Harũni nĩahikirie mũirĩtu ũmwe wa Putieli, nake akĩmũciarĩra Finehasi. Acio nĩo maarĩ atongoria a nyũmba cia Alawii, o mbarĩ o mbarĩ.",Eleazar Aaron’s son took one of the daughters of Putiel as his wife; and she bore him Phinehas. These are the heads of the fathers’ houses of the Levites according to their families.
